Tag,Sum,Frequency,Sum Rank,Frequency Rank
Crap,126,51,1923,1010
tanz metal,199,51,1341,1010
music choice: indie,558,50,573,1025
melodic hardcore,1539,50,250,1025
o,185,50,1422,1025
Rave,664,50,496,1025
Excellent tune,115,50,2060,1025
legends,107,50,2175,1025
Pleasuredome Oppenwehe,95,50,2398,1025
great riff,116,50,2051,1025
spooky,184,50,1430,1025
NWOBHM,1141,50,323,1025
I Like It,103,50,2240,1025
sunday morning,161,50,1592,1025
1Live Fiehe,586,50,552,1025
wake-up song,302,50,999,1025
modern metal,163,50,1572,1025
songs you must sing along with,143,49,1747,1042
Glam Metal,332,49,935,1042
fucking incredible,393,49,773,1042
C,129,49,1888,1042
1988,220,49,1247,1042
slgdmtopalbums,96,49,2372,1042
Arguman-loved tracks,184,49,1430,1042
swing,449,49,708,1042
2010s rock,219,49,1254,1042
fuck,185,49,1422,1042
Playful,125,49,1942,1042
Bay Area,92,49,2449,1042
R,122,49,1979,1042
fucking brilliant,295,49,1018,1042
bitter,157,49,1623,1042
1968,313,49,977,1042
greys anatomy,279,49,1058,1042
MOONH8SUN,219,48,1254,1063
80s hard rock,89,48,2512,1063
On the floor,302,48,999,1063
psychadelic,130,48,1876,1063
scotland,142,48,1758,1063
interessant,188,48,1405,1063
romance,123,48,1966,1063
drone,162,48,1579,1063
finnish,837,48,407,1063
cowbell,213,48,1284,1063
baroque,167,48,1545,1063
rock band 2,189,48,1397,1063
maynard,160,48,1600,1063
moving,133,48,1839,1063
1977,224,48,1233,1063
sadcore,572,48,561,1063
party time,132,48,1850,1063
jimmy page,179,48,1461,1063
falsetto,180,48,1454,1063
Fierce,162,48,1579,1063
Chuck,368,48,831,1063
sachen die ich gerne hoeren mag,331,47,937,1093
chill-out,124,47,1953,1093
sample,169,47,1534,1093
female fronted,112,47,2100,1093
sound storm,95,47,2398,1093
bristol,126,47,1923,1093
Rock on,113,47,2083,1093
fave tunez,225,47,1229,1093
rockabilly,384,47,788,1093
best of 2015,1161,47,318,1093
electropunk,215,47,1272,1093
indie-pop,206,47,1311,1093
underground,117,47,2039,1093
indierock,95,47,2398,1093
canadiangdchill,470,47,681,1093
Erotic,268,47,1085,1093
aitchchill,159,47,1609,1093
party according to stretchead,113,47,2083,1093
Singer/Songwriter,359,47,857,1093
Focus,305,47,990,1093
waltz,178,47,1474,1093
Incredible,168,47,1541,1093
Trash,235,47,1191,1093
not emo,161,47,1592,1093
could listen to non-stop,126,47,1923,1093
mid,178,47,1474,1093
wtf,188,47,1405,1093
IIIIIIIIII AMAZING TRACK :D IIIIIIIIII,178,47,1474,1093
bbc radio1 playlist 2015,617,47,529,1093
tanz-metall,188,47,1405,1093
Progressive House,620,46,527,1119
50,140,46,1777,1119
1982,233,46,1200,1119
90s metal,116,46,2051,1119
top quality,208,46,1304,1119
i,145,46,1711,1119
truth,177,46,1480,1119
Music Choice: Rock,215,46,1272,1119
Floyd,115,46,2060,1119
yearning,132,46,1850,1119
indie dance,222,46,1239,1119
Queens Of The Stone Age,855,46,401,1119
Verbotene Liebe,102,46,2254,1119
Robert Plant,185,46,1422,1119
alt metal,96,46,2372,1119
Punk-Pop,111,46,2114,1119
you,131,46,1862,1119
Favorite songs ever,128,46,1907,1119
Recommended,217,46,1264,1119
Voice,154,46,1641,1119
Roctronik,159,46,1609,1119
Lady Gaga,1892,46,220,1119
groovesalad,228,46,1220,1119
k,115,46,2060,1119
80s alternative,150,46,1669,1119
shoegazer,394,46,771,1119
Warp,281,45,1050,1139
short,140,45,1777,1139
pitchfork Top 500 Tracks of the 2000s,110,45,2124,1139
metal ballad,184,45,1430,1139
1972,243,45,1163,1139
indie disco,132,45,1850,1139
Playlist,94,45,2419,1139
post hardcore,194,45,1371,1139
1990,178,45,1474,1139
seen performed live,224,45,1233,1139
surreal,149,45,1676,1139
punk influences,101,45,2271,1139
story of my life,232,45,1205,1139
americain,132,45,1850,1139
British Blues,97,45,2358,1139
John Peel,132,45,1850,1139
smile,201,45,1332,1139
Beelloved,76,45,2828,1139
true metal,241,45,1170,1139
touching,139,45,1787,1139
west coast,375,44,812,1166
tv,95,44,2398,1166
Girl,143,44,1747,1166
laid back,119,44,2012,1166
i love this fucking song,130,44,1876,1166
breaks,154,44,1641,1166
the strombo show,179,44,1461,1166
gilbert linley,258,44,1110,1166
australia,158,44,1615,1166
1966,347,44,901,1166
pxs: loved,125,44,1942,1166
nu disco,298,44,1009,1166
personal,165,44,1560,1166
Ambient Techno,259,44,1107,1166
movie soundtrack,125,44,1942,1166
concept album,125,44,1942,1166
long,116,44,2051,1166
wistful,168,44,1541,1166
dnb,487,44,655,1166
timeless,120,44,1998,1166
french house,411,44,748,1166
spacey,147,44,1696,1166
Guitar Gods,109,44,2141,1166
dark electro,123,44,1966,1166
Josh Homme,333,44,932,1166
mike shinoda,150,44,1669,1166
sebolo90,140,44,1777,1166
bbc radio1 playlist 2012,259,43,1107,1192
loved at first listen,218,43,1259,1192
Feel Good Music,106,43,2191,1192
zicbouge,240,43,1174,1192
Serj Tankian,367,43,835,1192
christian rock,643,43,508,1192
us number one,229,43,1219,1192
sex music,128,43,1907,1192
peace,130,43,1876,1192
christmas,1083,43,339,1192
loved by hottybotty,303,43,996,1192
alone,100,43,2300,1192
Technical Death Metal,385,43,786,1192
perfect to listen to while leaving the planet,349,43,894,1192
play it loud,173,43,1505,1192
The Smiths,1387,43,273,1192
Extreme Metal,142,43,1758,1192
New Wave of British Heavy Metal,371,43,821,1192
classic heavy metal,87,43,2551,1192
Depeche Mode,1742,43,230,1192
suziko-rockwerchter,422,43,731,1192
Alternativo,112,43,2100,1192
colours,157,43,1623,1192
my favorite songs,121,43,1990,1192
synthesizer,144,43,1722,1192
electric barbarella,322,43,960,1192
my favourite songs,105,42,2207,1212
rocket shoes mixtapes,134,42,1830,1212
1973,188,42,1405,1212
britannique,96,42,2372,1212
chillin,108,42,2155,1212
pop rap,357,42,869,1212
in love,181,42,1447,1212
Gangsta Rap,756,42,442,1212
classic pop,91,42,2469,1212
metal ballads,170,42,1528,1212
chicago,174,42,1497,1212
fall,91,42,2469,1212
lp,213,42,1284,1212
8-bit,1597,42,242,1212
featuring,284,42,1041,1212
evening,239,42,1176,1212
chick rock,103,42,2240,1212
1985,212,42,1293,1212
3 minute songs,229,42,1219,1212
polyaztone,144,42,1722,1212
finnish metal,294,41,1019,1229
listen,194,41,1371,1229
fotomotor,130,41,1876,1229
Berlin,130,41,1876,1229
Iron Maiden,1184,41,312,1229
rock opera,192,41,1384,1229
madchester,396,41,769,1229
Lana Del Rey,1833,41,226,1229
good songs,81,41,2691,1229
gdchills60s,84,41,2620,1229
finland,136,41,1809,1229
summertime,125,41,1942,1229
songs that make me happy,131,41,1862,1229
miianens playlist,98,41,2342,1229
21st century,185,41,1422,1229
numbers,139,41,1787,1229
chart,232,41,1205,1229
prog metal,102,40,2254,1256
bay area thrash metal,104,40,2225,1256
j,122,40,1979,1256
alternative rnb,513,40,627,1256
amazing voice,178,40,1474,1256
green day,823,40,411,1256
dreams,123,40,1966,1256
up,84,40,2620,1256
eddie,123,40,1966,1256
percussion,112,40,2100,1256
grindcore,157,40,1623,1256
tanz-metal,119,40,2012,1256
k1r7m,193,40,1378,1256
great riffs,123,40,1966,1256
alcohol,149,40,1676,1256
aitchknight,163,40,1572,1256
Avantgarde Pop,696,40,476,1256
Crystal Castles,478,40,674,1256
wedding,111,40,2114,1256
deep house,530,40,606,1256
the pitchfork 500,99,40,2318,1256
vocal jazz,292,40,1023,1256
banjo,279,40,1058,1256
ChrisCooperBand,327,40,949,1256
harmonies,122,40,1979,1256
fresh,134,40,1830,1256
Massari,212,40,1293,1256
awful,237,39,1184,1275
Miscellaneous,90,39,2491,1275
stuff I should be able to inject directly into my blood,159,39,1609,1275
Favourite bands,84,39,2620,1275
flea,124,39,1953,1275
billboard number ones,90,39,2491,1275
gloomy,101,39,2271,1275
80s Heavy Metal,71,39,2988,1275
ebm,88,39,2525,1275
q101chicago,82,39,2672,1275
itunes uk single of the week,242,39,1166,1275
The Strokes,879,39,395,1275
HOF 2013,283,39,1043,1275
9 lbs hammer,85,39,2597,1275
MetroHadriani Loves this music,91,39,2469,1275
rock alternativo,91,39,2469,1275
gospel,204,39,1319,1275
repeat,142,39,1758,1275
day end,312,39,982,1275
Black Sabbath,754,38,444,1303
robot rock,258,38,1110,1303
drinking,124,38,1953,1303
Kurt Cobain,213,38,1284,1303
poppy,91,38,2469,1303
UK top 40,129,38,1888,1303
Pop/Rock,94,38,2419,1303
band,89,38,2512,1303
beautiful voice,98,38,2342,1303
nujazz,180,38,1454,1303
get,138,38,1794,1303
fave female singers,187,38,1412,1303
MJK,91,38,2469,1303
Placebo,2003,38,212,1303
psycho metal,71,38,2988,1303
dj,143,38,1747,1303
jazz fusion,123,38,1966,1303
Night Music,209,38,1300,1303
7,178,38,1474,1303
i wish i could make a video for this,174,38,1497,1303
Rap-Rock,94,38,2419,1303
grammy,88,38,2525,1303
Smallville,128,38,1907,1303
mine,94,38,2419,1303
i miss you,117,38,2039,1303
90s pop,83,38,2648,1303
cover song,105,38,2207,1303
Morrissey,752,38,445,1303
sublime,241,37,1170,1326
power ballads,117,37,2039,1326
2011 single,202,37,1329,1326
chester bennington,121,37,1990,1326
northwest,87,37,2551,1326
scream,116,37,2051,1326
water,130,37,1876,1326
vocoder,309,37,986,1326
god,133,37,1839,1326
orchestra,133,37,1839,1326
awesome lyrics,118,37,2025,1326
Gilles Peterson,231,37,1209,1326
play,71,37,2988,1326
sing-along,87,37,2551,1326
red,195,37,1364,1326
lyrical,160,37,1600,1326
Joy Division,637,37,510,1326
Classic Punk,342,37,913,1326
love hurts,192,37,1384,1326
21st century in music,335,37,930,1326
norwegian,645,37,506,1326
abstract,182,37,1438,1326
Rocking,75,37,2861,1326
inspiration,107,36,2175,1342
Slipknot,1123,36,328,1342
good beat,90,36,2491,1342
beautiful voices,107,36,2175,1342
amazing lyrics,141,36,1765,1342
foo fighters,910,36,386,1342
fucking good,100,36,2300,1342
ridiculously awesomely good,91,36,2469,1342
Guitar Hero 3,191,36,1387,1342
french touch,123,36,1966,1342
goregrind,394,36,771,1342
similar to: nick drake,145,36,1711,1342
yellow,136,36,1809,1342
NDH,84,36,2620,1342
psycho,92,36,2449,1342
america,123,36,1966,1342
3 of 10 stars,105,35,2207,1385
SUN,109,35,2141,1385
Acid,97,35,2358,1385
home,174,35,1497,1385
1965,216,35,1266,1385
best of 2006,93,35,2436,1385
50s,481,35,669,1385
scrubs,246,35,1149,1385
math rock,804,35,419,1385
witch house,468,35,684,1385
folk metal,956,35,369,1385
post punk revival,230,35,1215,1385
999,229,35,1219,1385
The British are coming,75,35,2861,1385
anti-war,122,35,1979,1385
goth metal,77,35,2806,1385
blingtacular,106,35,2191,1385
Shady,126,35,1923,1385
bluesy,70,35,3016,1385
european,73,35,2925,1385
john paul jones,94,35,2419,1385
annoying,181,35,1447,1385
top 2000,55,35,3608,1385
team coco,134,35,1830,1385
malloy2000 playlist - top songs - classical to metal,61,35,3347,1385
twee,247,35,1143,1385
100 Greatest Guitar Solos,78,35,2782,1385
A Perfect Circle,867,35,397,1385
vule,164,35,1565,1385
intimate,98,35,2342,1385
Girl Rock,85,35,2597,1385
symphonic power metal,256,35,1114,1385
tame impala,526,35,613,1385
joy,85,35,2597,1385
80,65,35,3180,1385
san francisco,142,35,1758,1385
One of the best,162,35,1579,1385
road,81,35,2691,1385
b,97,35,2358,1385
Unplugged,160,35,1600,1385
strong,89,35,2512,1385
herz-2,146,35,1704,1385
thoughtful,83,35,2648,1385
gorillaz,1275,34,289,1425
the worst thing ever to happen to music,393,34,773,1425
geil,66,34,3146,1425
great vocals,159,34,1609,1425
post-dubstep,702,34,474,1425
scary,82,34,2672,1425
Garage-Rock,100,34,2300,1425
kick your ass,113,34,2083,1425
drive,242,34,1166,1425
stuck in my head,150,34,1669,1425
The Killers,1209,34,308,1425
my neighbours will love this,135,34,1817,1425
Chills,139,34,1787,1425
post-revolutionary pop song,677,34,491,1425
glorious,90,34,2491,1425
cold,65,34,3180,1425
favorites 2011,148,34,1686,1425
d,107,34,2175,1425
car,84,34,2620,1425
Experimental pop,148,34,1686,1425
9207,252,34,1130,1425
1975,140,34,1777,1425
Paramore,2139,34,202,1425
singersongwriter,68,34,3069,1425
John Frusciante,111,34,2114,1425
great cover,102,34,2254,1425
pain,170,34,1528,1425
nine inch nails,482,34,663,1425
Druggy,139,34,1787,1425
genial,101,34,2271,1425
Dark metal,171,34,1518,1425
Totally fucking awesome track,97,34,2358,1425
hip hop tag,249,34,1139,1425
Stunning,127,34,1912,1425
red shoes ecstasy,77,34,2806,1425
underground hip-hop,253,34,1122,1425
beloved,98,34,2342,1425
shoegazegdchill,170,34,1528,1425
classic hard rock,50,34,3900,1425
Deutschrock,75,34,2861,1425
fiesta,60,33,3388,1461
Unrequited Love,147,33,1696,1461
clapping,104,33,2225,1461
cry,105,33,2207,1461
Ozzy Osbourne,378,33,804,1461
U2,714,33,462,1461
nix partly,125,33,1942,1461
slow jams,131,33,1862,1461
Awesome solo,68,33,3069,1461
flawless,152,33,1653,1461
qotsa,272,33,1074,1461
electric guitar,59,33,3449,1461
emotive,91,33,2469,1461
smiths,276,33,1064,1461
soundscape,131,33,1862,1461
Rihanna,1351,33,276,1461
718 Metal,65,33,3180,1461
all things annoying in the world put together into one stupid bitch,391,33,777,1461
silver apples moon,88,33,2525,1461
scandinavian metal,84,33,2620,1461
fantastic opener,83,33,2648,1461
luisterpaal,243,33,1163,1461
The Cure,920,33,383,1461
hard rock roots,61,33,3347,1461
hipster,181,33,1447,1461
80er,57,33,3517,1461
on re-re-repeat,144,33,1722,1461
cold wave,147,33,1696,1461
old,56,33,3565,1461
nonsensical,217,33,1264,1461
acclaimed music top 200 of 2009,104,33,2225,1461
choir,108,33,2155,1461
Reggaeton,399,33,763,1461
own,115,33,2060,1461
david bowie,904,33,387,1461
revolution,119,33,2012,1461
jump da fuck up,169,32,1534,1504
nu rave,94,32,2419,1504
West Coast swing,140,32,1777,1504
on the road,101,32,2271,1504
cold case,55,32,3608,1504
718 Love,63,32,3257,1504
silly,99,32,2318,1504
queercore,370,32,825,1504
REVOLUTIONARY,83,32,2648,1504
GTA,77,32,2806,1504
mysterious,70,32,3016,1504
elektro,67,32,3116,1504
dark rock,125,32,1942,1504
90s hard rock,67,32,3116,1504
Old School Punk,111,32,2114,1504
-favorites-,73,32,2925,1504
Grand Theft Auto,77,32,2806,1504
symphonic gothic metal,118,32,2025,1504
jim morrison,183,32,1433,1504
detroit,124,32,1953,1504
doors,185,32,1422,1504
electronic music,99,32,2318,1504
20s,96,32,2372,1504
leapsandleeloo,81,32,2691,1504
digitalis,163,32,1572,1504
Aussie,245,32,1156,1504
pearl jam,834,32,409,1504
Emo rock,88,32,2525,1504
billboard,123,32,1966,1504
nsbm,380,32,799,1504
my love,102,32,2254,1504
Kanye West,1078,32,340,1504
Florence and The Machine,525,32,614,1504
catchy as fuck,132,32,1850,1504
emotronica,105,32,2207,1504
a place for people with that tiny black spot on their brain to go when the darkness leaks out and does what it wills,188,32,1405,1504
melodic metalcore,253,32,1122,1504
xynod,53,32,3706,1504
Massive Attack,404,32,755,1504
green,96,32,2372,1504
damon albarn,175,32,1490,1504
brass,107,32,2175,1504
metro downtempo,116,32,2051,1504
narrative,82,31,2672,1551
gaga,218,31,1259,1551
orange,215,31,1272,1551
Maiden,90,31,2491,1551
All time favorite,64,31,3212,1551
female singers,63,31,3257,1551
radio as i want it,253,31,1122,1551
broken heart,107,31,2175,1551
eddie vedder,501,31,642,1551
swag,544,31,588,1551
lalala,64,31,3212,1551
oldschool,95,31,2398,1551
massive,73,31,2925,1551
bluegrass,415,31,741,1551
holy shit,152,31,1653,1551
francais,98,31,2342,1551
Favoriter,61,31,3347,1551
roots rock,126,31,1923,1551
heaven,149,31,1676,1551
NIN,592,31,549,1551
80s y 90s,64,31,3212,1551
story,126,31,1923,1551
jtm 70s,62,31,3298,1551
homocore,367,31,835,1551
The Doors,1103,31,332,1551
Rock Pop,76,31,2828,1551
Addicted,209,31,1300,1551
Hell Yeah,91,31,2469,1551
mellow rock instrumentation,69,31,3046,1551
goodbye,115,31,2060,1551
90s heavy metal,67,31,3116,1551
Mellow Rock,85,31,2597,1551
lost,123,31,1966,1551
if you fall in love with me you should know these songs by heart,141,31,1765,1551
extraordinary indie,128,31,1907,1551
lullaby,171,31,1518,1551
You and Me,127,31,1912,1551
fave bands,121,31,1990,1551
charts,158,31,1615,1551
xl recordings,167,31,1545,1551
clinically romantic,686,31,480,1551
Merge,193,31,1378,1551
a clear focus on recording studio production,59,31,3449,1551
post-Britpop,123,31,1966,1551
lovedbyale,184,31,1430,1551
not bad,67,31,3116,1551
Vampire Diaries,187,31,1412,1551
tribal,165,30,1560,1598
dancefloor,91,30,2469,1598
british indie,84,30,2620,1598
Very Good,100,30,2300,1598
travelling,80,30,2725,1598
readingfestival2010bestsongs,93,30,2436,1598
fucking great,87,30,2551,1598
Sommer,52,30,3769,1598
alt-rock,106,30,2191,1598
to listen at night,163,30,1572,1598
Moz,159,30,1609,1598
linkin,82,30,2672,1598
I myself am strange and unusual,89,30,2512,1598
cities,148,30,1686,1598
proto punk,78,30,2782,1598
trent reznor,308,30,988,1598
lovelovelove,75,30,2861,1598
hate,94,30,2419,1598
best ever,70,30,3016,1598
colobocuro,172,30,1513,1598
Deftones,1387,30,273,1598
James Hetfield,63,30,3257,1598
greatest songs ever,80,30,2725,1598
drama,135,30,1817,1598
8bit,111,30,2114,1598
viking metal,978,30,367,1598
great bassline,73,30,2925,1598
accoustic,92,30,2449,1598
Protest,106,30,2191,1598
Yay,67,30,3116,1598
UK Garage,447,30,709,1598
classy,217,30,1264,1598
nightwish,748,30,446,1598
Melodic Power Metal,90,30,2491,1598
awesome voice,93,30,2436,1598
One Hit Wonders,127,30,1912,1598
fleet foxes,391,30,777,1598
infectious,121,30,1990,1598
cathartic,107,30,2175,1598
everything,95,30,2398,1598
sing,106,30,2191,1598
fr,161,30,1592,1598
ninja tune,339,30,920,1598
portishead,556,30,576,1598
Europop,140,30,1777,1598
chillax,82,30,2672,1598
good morning,99,30,2318,1598
high energy,61,29,3347,1658
spoken word,291,29,1027,1658
similar to: pavement,416,29,740,1658
must be played at full volume,131,29,1862,1658
meditative,84,29,2620,1658
intelligent,80,29,2725,1658
melody,79,29,2748,1658
Friday,78,29,2782,1658
Post-Metal,189,29,1397,1658
anthony kiedis,78,29,2782,1658
celtic,552,29,577,1658
Iconic,120,29,1998,1658
Sludge,544,29,588,1658
1978,122,29,1979,1658
opera metal,238,29,1180,1658
cello,144,29,1722,1658
Fuck yes,95,29,2398,1658
ozzy,174,29,1497,1658
hairy chest,233,29,1200,1658
floating,67,29,3116,1658
Rage Against The Machine,713,29,465,1658
intricate melodic phrasing,58,29,3482,1658
Neo-prog,75,29,2861,1658
flute,125,29,1942,1658
indietonic,378,29,804,1658
one word title,114,29,2073,1658
interpol,999,29,363,1658
future garage,460,29,696,1658
Obsession,79,29,2748,1658
All time favourite,78,29,2782,1658
Lars Ulrich,59,29,3449,1658
movie,61,29,3347,1658
groove based composition,52,29,3769,1658
best lyrics,79,29,2748,1658
the black keys,370,29,825,1658
bon iver,524,29,616,1658
chiptune,194,29,1371,1658
30 Strand Grass,96,29,2372,1658
whistling,214,29,1276,1658
excellent lyrics,75,29,2861,1658
